"Measure","Time","Time_Type","Ethnicity","Ethnicity_Type","Geography","Type of school","Value","Numerator","Denominator"
"Permanent exclusions","2015/16","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","State-funded secondary","0.441037","191","43307"
"Permanent exclusions","2015/16","Academic Year","Mixed White/Black African","ONS 18+1","England","State-funded secondary","0.211146","38","17997"
"Permanent exclusions","2015/16","Academic Year","Mixed White/Asian","ONS 18+1","England","State-funded secondary","0.166569","57","34220"
"Permanent exclusions","2015/16","Academic Year","Mixed other","ONS 18+1","England","State-funded secondary","0.225819","119","52697"
"Permanent exclusions","2015/16","Academic Year","Asian","ONS 5+1","England","State-funded secondary","0.0907364","298","328424"
"Permanent exclusions","2015/16","Academic Year","Indian","ONS 18+1","England","State-funded secondary","0.0330688","30","90720"
"Permanent exclusions","2015/16","Academic Year","Pakistani","ONS 18+1","England","State-funded secondary","0.14508","188","129584"
"Permanent exclusions","2015/16","Academic Year","Bangladeshi","ONS 18+1","England","State-funded secondary","0.0806614","44","54549"
"Permanent exclusions","2015/16","Academic Year","Asian other","ONS 18+1","England","State-funded secondary","0.0672005","36","53571"
"Permanent exclusions","2015/16","Academic Year","Black","ONS 5+1","England","State-funded secondary","0.261453","454","173645"
"Permanent exclusions","2015/16","Academic Year","Black Caribbean","ONS 18+1","England","State-funded secondary","0.453663","194","42763"
"Permanent exclusions","2015/16","Academic Year","Black African","ONS 18+1","England","State-funded secondary","0.188607","207","109752"
"Permanent exclusions","2015/16","Academic Year","Black other","ONS 18+1","England","State-funded secondary","0.250828","53","21130"
"Permanent exclusions","2015/16","Academic Year","Chinese","ONS 5+1","England","State-funded secondary","0.0156678","2","12765"
"Permanent exclusions","2015/16","Academic Year","Other","ONS 5+1","England","State-funded secondary","0.1498","77","51402"
"Permanent exclusions","2015/16","Academic Year","All Ethnic Minorities","ONS 18+1","England","State-funded secondary","0.169871","1505","885966"
"Permanent exclusions","2015/16","Academic Year","Unclassified","ONS 18+1","England","State-funded secondary","0.24747","100","40409"
"Permanent exclusions","2015/16","Academic Year","Total","ONS 5+1","England","Special","0.0845434","91","107637"
"Permanent exclusions","2015/16","Academic Year","White","ONS 5+1","England","Special","0.0857711","66","76949"
"Permanent exclusions","2015/16","Academic Year","White British","ONS 18+1","England","Special","0.0864257","63","72895"
"Permanent exclusions","2015/16","Academic Year","White Irish","ONS 18+1","England","Special","0","0","274"
"Permanent exclusions","2015/16","Academic Year","Irish Traveller","ONS 18+1","England","Special","0.892857","1","112"
"Permanent exclusions","2015/16","Academic Year","Gypsy/Roma","ONS 18+1","England","Special","0","0","327"
"Permanent exclusions","2015/16","Academic Year","White other","ONS 18+1","England","Special","0.0598623","2","3341"
"Permanent exclusions","2015/16","Academic Year","Mixed","ONS 5+1","England","Special","0.169078","9","5323"
"Permanent exclusions","2015/16","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","Special","0.23753","4","1684"
"Permanent exclusions","2015/16","Academic Year","Mixed White/Black African","ONS 18+1","England","Special","0.150602","1","664"
"Permanent exclusions","2015/16","Academic Year","Mixed White/Asian","ONS 18+1","England","Special","0","0","936"
"Permanent exclusions","2015/16","Academic Year","Mixed other","ONS 18+1","England","Special","0.196175","4","2039"
"Permanent exclusions","2015/16","Academic Year","Asian","ONS 5+1","England","Special","0.0422297","4","9472"
"Permanent exclusions","2015/16","Academic Year","Indian","ONS 18+1","England","Special","0","0","1746"
"Permanent exclusions","2015/16","Academic Year","Pakistani","ONS 18+1","England","Special","0.0655451","3","4577"
"Permanent exclusions","2015/16","Academic Year","Bangladeshi","ONS 18+1","England","Special","0","0","1544"
"Permanent exclusions","2015/16","Academic Year","Asian other","ONS 18+1","England","Special","0.0623053","1","1605"
"Permanent exclusions","2015/16","Academic Year","Black","ONS 5+1","England","Special","0.134308","9","6701"
"Permanent exclusions","2015/16","Academic Year","Black Caribbean","ONS 18+1","England","Special","0.385604","6","1556"
"Permanent exclusions","2015/16","Academic Year","Black African","ONS 18+1","England","Special","0.0736377","3","4074"
"Permanent exclusions","2015/16","Academic Year","Black other","ONS 18+1","England","Special","0","0","1071"
"Permanent exclusions","2015/16","Academic Year","Chinese","ONS 5+1","England","Special","0","0","311"
"Permanent exclusions","2015/16","Academic Year","Other","ONS 5+1","England","Special","0.134862","2","1483"
"Permanent exclusions","2015/16","Academic Year","All Ethnic Minorities","ONS 18+1","England","Special","0.098742","27","27344"
"Permanent exclusions","2015/16","Academic Year","Unclassified","ONS 18+1","England","Special","0.0678887","1","1473"
"Permanent exclusions","2014/15","Academic Year","Total","ONS 5+1","England","Total","0.0743043","5795","7799006"
"Permanent exclusions","2014/15","Academic Year","White","ONS 5+1","England","Total","0.085334","4452","5217144"
"Permanent exclusions","2014/15","Academic Year","White British","ONS 18+1","England","Total","0.0852707","4111","4821117"
"Permanent exclusions","2014/15","Academic Year","White Irish","ONS 18+1","England","Total","0.0983929","21","21343"
"Permanent exclusions","2014/15","Academic Year","Irish Traveller","ONS 18+1","England","Total","0.471597","22","4665"
"Permanent exclusions","2014/15","Academic Year","Gypsy/Roma","ONS 18+1","England","Total","0.483855","98","20254"
"Permanent exclusions","2014/15","Academic Year","White other","ONS 18+1","England","Total","0.0571813","200","349765"
"Permanent exclusions","2014/15","Academic Year","Mixed","ONS 5+1","England","Total","0.124861","428","342780"
"Permanent exclusions","2014/15","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","Total","0.220095","215","97685"
"Permanent exclusions","2014/15","Academic Year","Mixed White/Black African","ONS 18+1","England","Total","0.07537","33","43784"
"Permanent exclusions","2014/15","Academic Year","Mixed White/Asian","ONS 18+1","England","Total","0.062453","49","78459"
"Permanent exclusions","2014/15","Academic Year","Mixed other","ONS 18+1","England","Total","0.106632","131","122852"
"Permanent exclusions","2014/15","Academic Year","Asian","ONS 5+1","England","Total","0.0342225","240","701294"
"Permanent exclusions","2014/15","Academic Year","Indian","ONS 18+1","England","Total","0.0138379","26","187890"
"Permanent exclusions","2014/15","Academic Year","Pakistani","ONS 18+1","England","Total","0.0549545","156","283871"
"Permanent exclusions","2014/15","Academic Year","Bangladeshi","ONS 18+1","England","Total","0.0255178","29","113646"
"Permanent exclusions","2014/15","Academic Year","Asian other","ONS 18+1","England","Total","0.0250244","29","115887"
"Permanent exclusions","2014/15","Academic Year","Black","ONS 5+1","England","Total","0.123049","464","377086"
"Permanent exclusions","2014/15","Academic Year","Black Caribbean","ONS 18+1","England","Total","0.281205","245","87125"
"Permanent exclusions","2014/15","Academic Year","Black African","ONS 18+1","England","Total","0.0687962","167","242746"
"Permanent exclusions","2014/15","Academic Year","Black other","ONS 18+1","England","Total","0.110134","52","47215"
"Permanent exclusions","2014/15","Academic Year","Chinese","ONS 5+1","England","Total","0.00721371","2","27725"
"Permanent exclusions","2014/15","Academic Year","Other","ONS 5+1","England","Total","0.0676765","76","112299"
"Permanent exclusions","2014/15","Academic Year","All Ethnic Minorities","ONS 18+1","England","Total","0.0792454","1551","1957211"
"Permanent exclusions","2014/15","Academic Year","Unclassified","ONS 18+1","England","Total","0.155733","104","66781"
"Permanent exclusions","2014/15","Academic Year","Total","ONS 5+1","England","State-funded primary","0.0203312","917","4510308"
"Permanent exclusions","2014/15","Academic Year","White","ONS 5+1","England","State-funded primary","0.0272977","735","2692537"
"Permanent exclusions","2014/15","Academic Year","White British","ONS 18+1","England","State-funded primary","0.0277649","683","2459941"
"Permanent exclusions","2014/15","Academic Year","White Irish","ONS 18+1","England","State-funded primary","0.0296677","3","10112"
"Permanent exclusions","2014/15","Academic Year","Irish Traveller","ONS 18+1","England","State-funded primary","0.173661","6","3455"
"Permanent exclusions","2014/15","Academic Year","Gypsy/Roma","ONS 18+1","England","State-funded primary","0.162338","21","12936"
"Permanent exclusions","2014/15","Academic Year","White other","ONS 18+1","England","State-funded primary","0.0106748","22","206093"
"Permanent exclusions","2014/15","Academic Year","Mixed","ONS 5+1","England","State-funded primary","0.036104","71","196654"
"Permanent exclusions","2014/15","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","State-funded primary","0.0653058","35","53594"
"Permanent exclusions","2014/15","Academic Year","Mixed White/Black African","ONS 18+1","England","State-funded primary","0.0302423","8","26453"
"Permanent exclusions","2014/15","Academic Year","Mixed White/Asian","ONS 18+1","England","State-funded primary","0.0131334","6","45685"
"Permanent exclusions","2014/15","Academic Year","Mixed other","ONS 18+1","England","State-funded primary","0.03102","22","70922"
"Permanent exclusions","2014/15","Academic Year","Asian","ONS 5+1","England","State-funded primary","0.00211928","8","377486"
"Permanent exclusions","2014/15","Academic Year","Indian","ONS 18+1","England","State-funded primary","0.00101077","1","98934"
"Permanent exclusions","2014/15","Academic Year","Pakistani","ONS 18+1","England","State-funded primary","0.0038692","6","155071"
"Permanent exclusions","2014/15","Academic Year","Bangladeshi","ONS 18+1","England","State-funded primary","0","0","60389"
"Permanent exclusions","2014/15","Academic Year","Asian other","ONS 18+1","England","State-funded primary","0.00158499","1","63092"
"Permanent exclusions","2014/15","Academic Year","Black","ONS 5+1","England","State-funded primary","0.0251357","51","202899"
"Permanent exclusions","2014/15","Academic Year","Black Caribbean","ONS 18+1","England","State-funded primary","0.0848256","36","42440"
"Permanent exclusions","2014/15","Academic Year","Black African","ONS 18+1","England","State-funded primary","0.00821368","11","133923"
"Permanent exclusions","2014/15","Academic Year","Black other","ONS 18+1","England","State-funded primary","0.0150739","4","26536"
"Permanent exclusions","2014/15","Academic Year","Chinese","ONS 5+1","England","State-funded primary","0.00685495","1","14588"
"Permanent exclusions","2014/15","Academic Year","Other","ONS 5+1","England","State-funded primary","0.00797054","5","62731"
"Permanent exclusions","2014/15","Academic Year","All Ethnic Minorities","ONS 18+1","England","State-funded primary","0.017296","188","1086954"
"Permanent exclusions","2014/15","Academic Year","Unclassified","ONS 18+1","England","State-funded primary","0.0674255","17","25213"
"Permanent exclusions","2014/15","Academic Year","Total","ONS 5+1","England","State-funded secondary","0.15028","4786","3184728"
"Permanent exclusions","2014/15","Academic Year","White","ONS 5+1","England","State-funded secondary","0.148846","3646","2449514"
"Permanent exclusions","2014/15","Academic Year","White British","ONS 18+1","England","State-funded secondary","0.146778","3361","2289849"
"Permanent exclusions","2014/15","Academic Year","White Irish","ONS 18+1","England","State-funded secondary","0.164474","18","10944"
"Permanent exclusions","2014/15","Academic Year","Irish Traveller","ONS 18+1","England","State-funded secondary","1.45059","16","1103"
"Permanent exclusions","2014/15","Academic Year","Gypsy/Roma","ONS 18+1","England","State-funded secondary","1.08727","76","6990"
"Permanent exclusions","2014/15","Academic Year","White other","ONS 18+1","England","State-funded secondary","0.124442","175","140628"
"Permanent exclusions","2014/15","Academic Year","Mixed","ONS 5+1","England","State-funded secondary","0.246459","348","141200"
"Permanent exclusions","2014/15","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","State-funded secondary","0.407327","173","42472"
