"Measure","Time","Time_Type","Local_Authority_code","Local_Authority_name","Type of school","Ethnicity","Ethnicity_type","Value","Numerator","Denominator"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","Total","Gypsy/Roma","ONS 18+1","25","9","36"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","Total","White other","ONS 18+1","3.58","210","5864"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","Total","Mixed","ONS 5+1","6.68","244","3650"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","Total","Mixed White/Black Caribbean","ONS 18+1","11.03","118","1070"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","Total","Mixed White/Black African","ONS 18+1","7.39","34","460"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","Total","Mixed White/Asian","ONS 18+1","2.63","9","342"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","Total","Mixed other","ONS 18+1","4.67","83","1778"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","Total","Asian","ONS 5+1","2.27","97","4268"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","Total","Indian","ONS 18+1","2.59","40","1545"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","Total","Pakistani","ONS 18+1","1.87","9","482"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","Total","Bangladeshi","ONS 18+1","2.31","40","1734"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","Total","Asian other","ONS 18+1","1.58","8","507"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","Total","Black","ONS 5+1","9.18","1102","12003"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","Total","Black Caribbean","ONS 18+1","15.22","512","3364"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","Total","Black African","ONS 18+1","6.34","461","7266"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","Total","Black other","ONS 18+1","9.4","129","1373"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","Total","Chinese","ONS 5+1","0.38","1","261"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","Total","Other","ONS 5+1","4.29","87","2027"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","Total","All Ethnic Minorities","ONS 18+1","6.34","1806","28486"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","Total","Unclassified","ONS 18+1","20.18","66","327"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","State-funded primary","White","ONS 5+1","0.52","38","7298"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","State-funded primary","White British","ONS 18+1","0.44","15","3383"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","State-funded primary","White Irish","ONS 18+1","4.03","5","124"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","State-funded primary","Irish Traveller","ONS 18+1","4","4","100"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","State-funded primary","Gypsy/Roma","ONS 18+1","0","0","22"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","State-funded primary","White other","ONS 18+1","0.38","14","3669"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","State-funded primary","Mixed","ONS 5+1","0.93","22","2367"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","State-funded primary","Mixed White/Black Caribbean","ONS 18+1","1.78","12","673"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","State-funded primary","Mixed White/Black African","ONS 18+1","0","0","284"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","State-funded primary","Mixed White/Asian","ONS 18+1","0","0","217"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","State-funded primary","Mixed other","ONS 18+1","0.84","10","1193"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","State-funded primary","Asian","ONS 5+1","0.32","8","2483"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","State-funded primary","Indian","ONS 18+1","0","0","849"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","State-funded primary","Pakistani","ONS 18+1","1.41","4","283"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","State-funded primary","Bangladeshi","ONS 18+1","0.29","3","1018"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","State-funded primary","Asian other","ONS 18+1","0.3","1","333"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","State-funded primary","Black","ONS 5+1","1.9","132","6954"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","State-funded primary","Black Caribbean","ONS 18+1","3.82","73","1913"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","State-funded primary","Black African","ONS 18+1","0.81","34","4179"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","State-funded primary","Black other","ONS 18+1","2.9","25","862"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","State-funded primary","Chinese","ONS 5+1","0","0","170"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","State-funded primary","Other","ONS 5+1","0.68","8","1176"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","State-funded primary","All Ethnic Minorities","ONS 18+1","1.13","193","17065"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","State-funded primary","Unclassified","ONS 18+1","0.74","1","136"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","State-funded secondary","White","ONS 5+1","9.2","420","4565"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","State-funded secondary","White British","ONS 18+1","7.83","175","2236"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","State-funded secondary","White Irish","ONS 18+1","21.95","27","123"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","State-funded secondary","Irish Traveller","ONS 18+1","86.96","20","23"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","State-funded secondary","Gypsy/Roma","ONS 18+1","64.29","9","14"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","State-funded secondary","White other","ONS 18+1","8.71","189","2169"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","State-funded secondary","Mixed","ONS 5+1","17.8","222","1247"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","State-funded secondary","Mixed White/Black Caribbean","ONS 18+1","27.75","106","382"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","State-funded secondary","Mixed White/Black African","ONS 18+1","19.43","34","175"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","State-funded secondary","Mixed White/Asian","ONS 18+1","7.26","9","124"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","State-funded secondary","Mixed other","ONS 18+1","12.9","73","566"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","State-funded secondary","Asian","ONS 5+1","5.09","88","1728"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","State-funded secondary","Indian","ONS 18+1","5.87","40","682"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","State-funded secondary","Pakistani","ONS 18+1","2.59","5","193"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","State-funded secondary","Bangladeshi","ONS 18+1","5.22","36","689"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","State-funded secondary","Asian other","ONS 18+1","4.27","7","164"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","State-funded secondary","Black","ONS 5+1","19.86","969","4878"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","State-funded secondary","Black Caribbean","ONS 18+1","31.17","438","1405"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","State-funded secondary","Black African","ONS 18+1","14.34","427","2977"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","State-funded secondary","Black other","ONS 18+1","20.97","104","496"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","State-funded secondary","Chinese","ONS 5+1","1.11","1","90"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","State-funded secondary","Other","ONS 5+1","9.28","77","830"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","State-funded secondary","All Ethnic Minorities","ONS 18+1","14.43","1602","11102"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","State-funded secondary","Unclassified","ONS 18+1","34.95","65","186"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","special","White","ONS 5+1","10.84","9","83"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","special","White British","ONS 18+1","4","2","50"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","special","White Irish","ONS 18+1","0","0","5"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","special","Irish Traveller","ONS 18+1","0","0","2"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","special","White other","ONS 18+1","26.92","7","26"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","special","Mixed","ONS 5+1","0","0","36"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","special","Mixed White/Black Caribbean","ONS 18+1","0","0","15"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","special","Mixed White/Black African","ONS 18+1","0","0","1"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","special","Mixed White/Asian","ONS 18+1","0","0","1"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","special","Mixed other","ONS 18+1","0","0","19"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","special","Asian","ONS 5+1","1.75","1","57"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","special","Indian","ONS 18+1","0","0","14"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","special","Pakistani","ONS 18+1","0","0","6"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","special","Bangladeshi","ONS 18+1","3.7","1","27"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","special","Asian other","ONS 18+1","0","0","10"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","special","Black","ONS 5+1","0.58","1","171"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","special","Black Caribbean","ONS 18+1","2.17","1","46"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","special","Black African","ONS 18+1","0","0","110"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","special","Black other","ONS 18+1","0","0","15"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","special","Chinese","ONS 5+1","0","0","1"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","special","Other","ONS 5+1","9.52","2","21"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","special","All Ethnic Minorities","ONS 18+1","3.45","11","319"
"Fixed period exclusions","2017/18","Academic Year","E09000012","Hackney","special","Unclassified","ONS 18+1","0","0","5"
"Fixed period exclusions","2017/18","Academic Year","E09000013","Hammersmith and Fulham","Total","White","ONS 5+1","4.02","349","8674"
"Fixed period exclusions","2017/18","Academic Year","E09000013","Hammersmith and Fulham","Total","White British","ONS 18+1","4.66","247","5303"
"Fixed period exclusions","2017/18","Academic Year","E09000013","Hammersmith and Fulham","Total","White Irish","ONS 18+1","11.24","30","267"
"Fixed period exclusions","2017/18","Academic Year","E09000013","Hammersmith and Fulham","Total","Irish Traveller","ONS 18+1","50","9","18"
"Fixed period exclusions","2017/18","Academic Year","E09000013","Hammersmith and Fulham","Total","Gypsy/Roma","ONS 18+1","17.65","3","17"
"Fixed period exclusions","2017/18","Academic Year","E09000013","Hammersmith and Fulham","Total","White other","ONS 18+1","1.96","60","3069"
"Fixed period exclusions","2017/18","Academic Year","E09000013","Hammersmith and Fulham","Total","Mixed","ONS 5+1","6.15","160","2603"
"Fixed period exclusions","2017/18","Academic Year","E09000013","Hammersmith and Fulham","Total","Mixed White/Black Caribbean","ONS 18+1","8.04","58","721"
"Fixed period exclusions","2017/18","Academic Year","E09000013","Hammersmith and Fulham","Total","Mixed White/Black African","ONS 18+1","9.59","35","365"
"Fixed period exclusions","2017/18","Academic Year","E09000013","Hammersmith and Fulham","Total","Mixed White/Asian","ONS 18+1","3.54","14","395"
"Fixed period exclusions","2017/18","Academic Year","E09000013","Hammersmith and Fulham","Total","Mixed other","ONS 18+1","4.72","53","1122"
