"Measure","Time","Ethnicity","Ethnicity_type","Role_Type","Broad_grade","Grade","Entry_level","Value","Headcount"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","All","ONS 6+1","Medical","Junior Doctor","Foundation Doctor Year 1","Graduate","N/A","6195"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Asian","ONS 6+1","Medical","Junior Doctor","Foundation Doctor Year 1","Graduate","22.5","1287"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Black","ONS 6+1","Medical","Junior Doctor","Foundation Doctor Year 1","Graduate","3.5","198"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Chinese","ONS 6+1","Medical","Junior Doctor","Foundation Doctor Year 1","Graduate","4","228"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Mixed","ONS 6+1","Medical","Junior Doctor","Foundation Doctor Year 1","Graduate","3.5","200"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Other","ONS 6+1","Medical","Junior Doctor","Foundation Doctor Year 1","Graduate","3.5","201"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Unknown","ONS 6+1","Medical","Junior Doctor","Foundation Doctor Year 1","Graduate","N/A","469"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","White","ONS 6+1","Medical","Junior Doctor","Foundation Doctor Year 1","Graduate","63.1","3612"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","All","ONS 6+1","Medical","Junior Doctor","Foundation Doctor Year 2","Graduate","N/A","6432"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Asian","ONS 6+1","Medical","Junior Doctor","Foundation Doctor Year 2","Graduate","24.7","1485"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Black","ONS 6+1","Medical","Junior Doctor","Foundation Doctor Year 2","Graduate","3.2","191"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Chinese","ONS 6+1","Medical","Junior Doctor","Foundation Doctor Year 2","Graduate","3.6","219"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Mixed","ONS 6+1","Medical","Junior Doctor","Foundation Doctor Year 2","Graduate","3.7","225"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Other","ONS 6+1","Medical","Junior Doctor","Foundation Doctor Year 2","Graduate","3.4","206"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Unknown","ONS 6+1","Medical","Junior Doctor","Foundation Doctor Year 2","Graduate","N/A","427"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","White","ONS 6+1","Medical","Junior Doctor","Foundation Doctor Year 2","Graduate","61.3","3679"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","All","ONS 6+1","Medical","Other Doctor grades","Hospital Practitioner / Clinical Assistant","Graduate","N/A","3052"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Asian","ONS 6+1","Medical","Other Doctor grades","Hospital Practitioner / Clinical Assistant","Graduate","19.3","541"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Black","ONS 6+1","Medical","Other Doctor grades","Hospital Practitioner / Clinical Assistant","Graduate","2.1","60"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Chinese","ONS 6+1","Medical","Other Doctor grades","Hospital Practitioner / Clinical Assistant","Graduate","0.8","21"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Mixed","ONS 6+1","Medical","Other Doctor grades","Hospital Practitioner / Clinical Assistant","Graduate","1.3","36"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Other","ONS 6+1","Medical","Other Doctor grades","Hospital Practitioner / Clinical Assistant","Graduate","2.4","66"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Unknown","ONS 6+1","Medical","Other Doctor grades","Hospital Practitioner / Clinical Assistant","Graduate","N/A","252"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","White","ONS 6+1","Medical","Other Doctor grades","Hospital Practitioner / Clinical Assistant","Graduate","74.1","2076"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","All","ONS 6+1","Medical","Other Doctor grades","Other and Local HCHS Doctor Grades","Graduate","N/A","1837"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Asian","ONS 6+1","Medical","Other Doctor grades","Other and Local HCHS Doctor Grades","Graduate","17.4","294"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Black","ONS 6+1","Medical","Other Doctor grades","Other and Local HCHS Doctor Grades","Graduate","2.4","41"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Chinese","ONS 6+1","Medical","Other Doctor grades","Other and Local HCHS Doctor Grades","Graduate","1.4","24"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Mixed","ONS 6+1","Medical","Other Doctor grades","Other and Local HCHS Doctor Grades","Graduate","1.7","28"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Other","ONS 6+1","Medical","Other Doctor grades","Other and Local HCHS Doctor Grades","Graduate","1.7","29"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Unknown","ONS 6+1","Medical","Other Doctor grades","Other and Local HCHS Doctor Grades","Graduate","N/A","143"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","White","ONS 6+1","Medical","Other Doctor grades","Other and Local HCHS Doctor Grades","Graduate","75.4","1278"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","All","ONS 6+1","Medical","Senior Doctor","Specialty Doctor","Graduate","N/A","5530"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Asian","ONS 6+1","Medical","Senior Doctor","Specialty Doctor","Graduate","45.7","2344"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Black","ONS 6+1","Medical","Senior Doctor","Specialty Doctor","Graduate","5.7","290"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Chinese","ONS 6+1","Medical","Senior Doctor","Specialty Doctor","Graduate","0.9","44"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Mixed","ONS 6+1","Medical","Senior Doctor","Specialty Doctor","Graduate","2.4","121"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Other","ONS 6+1","Medical","Senior Doctor","Specialty Doctor","Graduate","6.6","339"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Unknown","ONS 6+1","Medical","Senior Doctor","Specialty Doctor","Graduate","N/A","401"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","White","ONS 6+1","Medical","Senior Doctor","Specialty Doctor","Graduate","38.8","1991"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","All","ONS 6+1","Medical","Junior Doctor","Specialty Registrar","Graduate","N/A","29063"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Asian","ONS 6+1","Medical","Junior Doctor","Specialty Registrar","Graduate","36.3","9609"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Black","ONS 6+1","Medical","Junior Doctor","Specialty Registrar","Graduate","4.2","1118"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Chinese","ONS 6+1","Medical","Junior Doctor","Specialty Registrar","Graduate","2.7","721"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Mixed","ONS 6+1","Medical","Junior Doctor","Specialty Registrar","Graduate","3","788"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Other","ONS 6+1","Medical","Junior Doctor","Specialty Registrar","Graduate","4.2","1112"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Unknown","ONS 6+1","Medical","Junior Doctor","Specialty Registrar","Graduate","N/A","2618"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","White","ONS 6+1","Medical","Junior Doctor","Specialty Registrar","Graduate","49.5","13097"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","All","ONS 6+1","Medical","Senior Doctor","Staff Grade","Graduate","N/A","1049"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Asian","ONS 6+1","Medical","Senior Doctor","Staff Grade","Graduate","45.7","439"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Black","ONS 6+1","Medical","Senior Doctor","Staff Grade","Graduate","6.5","62"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Chinese","ONS 6+1","Medical","Senior Doctor","Staff Grade","Graduate","0.8","8"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Mixed","ONS 6+1","Medical","Senior Doctor","Staff Grade","Graduate","2.2","21"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Other","ONS 6+1","Medical","Senior Doctor","Staff Grade","Graduate","7.7","74"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","Unknown","ONS 6+1","Medical","Senior Doctor","Staff Grade","Graduate","N/A","89"
"Percentage of NHS staff in NHS trusts and CCGs","March 2011","White","ONS 6+1","Medical","Senior Doctor","Staff Grade","Graduate","37.1","356"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","All","ONS 6+1","Medical","All grades","All grades","All","N/A","105019"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Asian","ONS 6+1","Medical","All grades","All grades","All","28.7","28050"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Black","ONS 6+1","Medical","All grades","All grades","All","3.7","3623"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Chinese","ONS 6+1","Medical","All grades","All grades","All","2.2","2177"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Mixed","ONS 6+1","Medical","All grades","All grades","All","2.5","2441"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Other","ONS 6+1","Medical","All grades","All grades","All","4","3913"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Unknown","ONS 6+1","Medical","All grades","All grades","All","N/A","7409"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","White","ONS 6+1","Medical","All grades","All grades","All","58.8","57406"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","All","ONS 6+1","Medical","Senior Doctor","Associate Specialist","Graduate","N/A","3638"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Asian","ONS 6+1","Medical","Senior Doctor","Associate Specialist","Graduate","39.9","1368"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Black","ONS 6+1","Medical","Senior Doctor","Associate Specialist","Graduate","5.5","188"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Chinese","ONS 6+1","Medical","Senior Doctor","Associate Specialist","Graduate","0.6","22"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Mixed","ONS 6+1","Medical","Senior Doctor","Associate Specialist","Graduate","2.5","84"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Other","ONS 6+1","Medical","Senior Doctor","Associate Specialist","Graduate","8.4","289"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Unknown","ONS 6+1","Medical","Senior Doctor","Associate Specialist","Graduate","N/A","210"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","White","ONS 6+1","Medical","Senior Doctor","Associate Specialist","Graduate","43.1","1477"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","All","ONS 6+1","Medical","Senior Doctor","Consultant","Graduate","N/A","40353"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Asian","ONS 6+1","Medical","Senior Doctor","Consultant","Graduate","23.3","8896"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Black","ONS 6+1","Medical","Senior Doctor","Consultant","Graduate","2.9","1092"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Chinese","ONS 6+1","Medical","Senior Doctor","Consultant","Graduate","1.7","665"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Mixed","ONS 6+1","Medical","Senior Doctor","Consultant","Graduate","1.7","653"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Other","ONS 6+1","Medical","Senior Doctor","Consultant","Graduate","3.4","1314"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Unknown","ONS 6+1","Medical","Senior Doctor","Consultant","Graduate","N/A","2147"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","White","ONS 6+1","Medical","Senior Doctor","Consultant","Graduate","67","25586"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","All","ONS 6+1","Medical","Junior Doctor","Core Training","Graduate","N/A","8433"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Asian","ONS 6+1","Medical","Junior Doctor","Core Training","Graduate","29.7","2292"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Black","ONS 6+1","Medical","Junior Doctor","Core Training","Graduate","4.5","344"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Chinese","ONS 6+1","Medical","Junior Doctor","Core Training","Graduate","3","235"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Mixed","ONS 6+1","Medical","Junior Doctor","Core Training","Graduate","3.4","262"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Other","ONS 6+1","Medical","Junior Doctor","Core Training","Graduate","4.5","344"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Unknown","ONS 6+1","Medical","Junior Doctor","Core Training","Graduate","N/A","712"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","White","ONS 6+1","Medical","Junior Doctor","Core Training","Graduate","55","4244"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","All","ONS 6+1","Medical","Junior Doctor","Foundation Doctor Year 1","Graduate","N/A","6205"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Asian","ONS 6+1","Medical","Junior Doctor","Foundation Doctor Year 1","Graduate","22.3","1260"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Black","ONS 6+1","Medical","Junior Doctor","Foundation Doctor Year 1","Graduate","3.5","197"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Chinese","ONS 6+1","Medical","Junior Doctor","Foundation Doctor Year 1","Graduate","3.4","192"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Mixed","ONS 6+1","Medical","Junior Doctor","Foundation Doctor Year 1","Graduate","3.4","193"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Other","ONS 6+1","Medical","Junior Doctor","Foundation Doctor Year 1","Graduate","2.6","149"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Unknown","ONS 6+1","Medical","Junior Doctor","Foundation Doctor Year 1","Graduate","N/A","552"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","White","ONS 6+1","Medical","Junior Doctor","Foundation Doctor Year 1","Graduate","64.8","3662"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","All","ONS 6+1","Medical","Junior Doctor","Foundation Doctor Year 2","Graduate","N/A","6495"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Asian","ONS 6+1","Medical","Junior Doctor","Foundation Doctor Year 2","Graduate","24.6","1472"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Black","ONS 6+1","Medical","Junior Doctor","Foundation Doctor Year 2","Graduate","3.9","232"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Chinese","ONS 6+1","Medical","Junior Doctor","Foundation Doctor Year 2","Graduate","3.6","214"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Mixed","ONS 6+1","Medical","Junior Doctor","Foundation Doctor Year 2","Graduate","3.5","211"
"Percentage of NHS staff in NHS trusts and CCGs","March 2012","Other","ONS 6+1","Medical","Junior Doctor","Foundation Doctor Year 2","Graduate","3.6","217"
